,datasetKey,decimalLatitude,decimalLongitude,scientificName,taxonKey,TEMP,ZONE
Unnamed 17991,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.366586,-120.618539,"Junco hyemalis (Linnaeus, 1758)",9362842,0,7a
Unnamed 17992,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.328736,-75.067221,"Junco hyemalis (Linnaeus, 1758)",9362842,-5,6b
Unnamed 17993,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.475279,-97.274716,"Anadara brasiliana (Lamarck, 1819)",5188947,25,9b
Unnamed 17994,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.848332,-78.8108,"Poecile carolinensis (Audubon, 1834)",2487844,5,7b
Unnamed 17995,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.258917,-75.52209,"Haliaeetus leucocephalus (Linnaeus, 1766)",2480446,5,7b
Unnamed 17996,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.002783,-83.851055,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,0,7a
Unnamed 17997,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.366586,-120.618539,"Callipepla californica (Shaw, 1798)",5228080,0,7a
Unnamed 17998,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.956532,-78.988188,"Junco hyemalis (Linnaeus, 1758)",9362842,5,7b
Unnamed 17999,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.794897,-75.292002,"Haliaeetus leucocephalus (Linnaeus, 1766)",2480446,5,7b
Unnamed 18000,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.497063,-112.069,"Antigone canadensis (Linnaeus, 1758)",9036008,0,7a
Unnamed 18001,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.983943,-78.924532,"Thryothorus ludovicianus (Latham, 1790)",2493801,5,7b
Unnamed 18002,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.123474,-89.802387,"Branta hutchinsii (Richardson, 1832)",5232452,5,7b
Unnamed 18003,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.620693,-121.909286,"Ophioplocus esmarki Lyman, 1874",2275619,30,10a
Unnamed 18004,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.831536,-78.870235,"Regulus calendula (Linnaeus, 1766)",2484597,5,7b
Unnamed 18005,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.794787,-75.292937,"Haliaeetus leucocephalus (Linnaeus, 1766)",2480446,5,7b
Unnamed 18006,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.84398,-95.995014,Sambucus canadensis L.,6369819,10,8a
Unnamed 18007,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.591783,-106.158806,"Lanius ludovicianus Linnaeus, 1766",2492870,0,7a
Unnamed 18008,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.366586,-120.618539,"Callipepla californica (Shaw, 1798)",5228080,0,7a
Unnamed 18009,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156348,-118.292087,"Ardea herodias Linnaeus, 1758",9630752,30,10a
Unnamed 18010,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.155995,-118.292005,"Himantopus mexicanus (Statius Muller, 1776)",5229128,30,10a
Unnamed 18011,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156554,-118.291742,"Ardea alba Linnaeus, 1758",9752617,30,10a
Unnamed 18012,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.15657,-118.291729,"Sayornis saya (Bonaparte, 1825)",2483607,30,10a
Unnamed 18013,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156004,-118.289572,"Bucephala albeola (Linnaeus, 1758)",2498329,30,10a
Unnamed 18014,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156112,-118.288592,"Setophaga coronata (Linnaeus, 1766)",7341805,30,10a
Unnamed 18015,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156129,-118.287917,"Sayornis nigricans (Swainson, 1827)",2483612,30,10a
Unnamed 18016,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.15593,-118.28787,Cairina moschata var. domestica,10708159,30,10a
Unnamed 18017,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156162,-118.286881,"Spatula discors (Linnaeus, 1766)",9422220,30,10a
Unnamed 18018,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156236,-118.286568,"Tringa melanoleuca (Gmelin, 1789)",2481720,30,10a
Unnamed 18019,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156146,-118.287365,"Geothlypis trichas (Linnaeus, 1766)",2489670,30,10a
Unnamed 18020,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156143,-118.287957,"Melospiza melodia (A.Wilson, 1810)",2492196,30,10a
Unnamed 18021,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.15622,-118.291535,"Actitis macularius (Linnaeus, 1766)",2481798,30,10a
Unnamed 18022,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.155986,-118.290982,"Pandion haliaetus (Linnaeus, 1758)",2480726,30,10a
Unnamed 18023,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.156,-118.292006,"Tringa melanoleuca (Gmelin, 1789)",2481720,30,10a
Unnamed 18024,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.186995,-118.296736,"Accipiter cooperii (Bonaparte, 1828)",2480621,30,10a
Unnamed 18025,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.620613,-121.909607,"Mytilus californianus Conrad, 1837",2285680,30,10a
Unnamed 18026,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.001042,-122.055344,Entoloma medianox C.F.Schwarz,7534009,25,9b
Unnamed 18027,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.819272,-78.877051,"Melanerpes carolinus (Linnaeus, 1758)",2478106,5,7b
Unnamed 18028,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.201256,-118.211186,"Accipiter cooperii (Bonaparte, 1828)",2480621,30,10a
Unnamed 18029,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.474091,-97.27544,"Ocypode quadrata (Fabricius, 1787)",2221529,25,9b
Unnamed 18030,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.879829,-75.271387,"Anser caerulescens (Linnaeus, 1758)",2498167,5,7b
Unnamed 18031,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.210855,-110.721183,Carnegiea gigantea (Engelm.) Britton & Rose,5384200,20,9a
Unnamed 18032,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.967823,-78.800993,"Sitta carolinensis Latham, 1790",2484892,5,7b
Unnamed 18033,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.126174,-96.695663,Zanthoxylum clava-herculis L.,8681996,10,8a
Unnamed 18034,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.867823,-78.966451,"Thryothorus ludovicianus (Latham, 1790)",2493801,5,7b
Unnamed 18035,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.47198,-97.276451,"Stomolophus meleagris Agassiz, 1860",2264558,25,9b
Unnamed 18036,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.823212,-81.061492,"Cheiracanthium mildei L.Koch, 1864",2164198,-5,6b
Unnamed 18037,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.880488,-75.267288,"Calidris alpina (Linnaeus, 1758)",2481759,5,7b
Unnamed 18038,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.143996,-115.590033,"Athene cunicularia (Molina, 1782)",2497240,25,9b
Unnamed 18039,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.966313,-78.996783,"Sialia sialis (Linnaeus, 1758)",2490941,5,7b
Unnamed 18040,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.703181,-118.047429,"Numenius americanus Bechstein, 1812",2481794,35,10b
Unnamed 18041,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.901978,-122.213792,Naematelia aurantia (Schwein.) Burt,7976718,25,9b
Unnamed 18042,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.227732,-116.310456,"Cygnus columbianus (Ord, 1815)",2498338,25,9b
Unnamed 18043,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.395337,-122.2659,"Myotis Kaup, 1829",2432384,30,10a
Unnamed 18044,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.94402,-78.964291,"Junco hyemalis (Linnaeus, 1758)",9362842,5,7b
Unnamed 18045,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.879751,-75.266135,"Arenaria interpres (Linnaeus, 1758)",2481776,5,7b
Unnamed 18046,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.806079,-78.941509,"Sitta carolinensis Latham, 1790",2484892,5,7b
Unnamed 18047,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.942172,-77.354369,"Sphyrapicus varius (Linnaeus, 1766)",2478605,0,7a
Unnamed 18048,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.940107,-77.358356,"Melospiza melodia (A.Wilson, 1810)",2492196,0,7a
Unnamed 18049,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.935955,-77.357328,"Turdus migratorius Linnaeus, 1766",9510564,0,7a
Unnamed 18050,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.934667,-77.355361,"Sciurus carolinensis Gmelin, 1788",5219681,0,7a
Unnamed 18051,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.93106,-77.349375,"Vulpes vulpes (Linnaeus, 1758)",5219243,0,7a
Unnamed 18052,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.930723,-77.349863,"Dryobates pubescens (Linnaeus, 1766)",9149595,0,7a
Unnamed 18053,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.935086,-77.344558,"Odocoileus virginianus (Zimmermann, 1780)",2440965,0,7a
Unnamed 18054,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.934998,-77.344621,"Odocoileus virginianus (Zimmermann, 1780)",2440965,0,7a
Unnamed 18055,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.935121,-77.344589,"Odocoileus virginianus (Zimmermann, 1780)",2440965,0,7a
Unnamed 18056,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.982893,-78.848796,"Poecile carolinensis (Audubon, 1834)",2487844,5,7b
Unnamed 18057,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.512805,-72.982295,"Aquila chrysaetos (Linnaeus, 1758)",2480506,-20,5a
Unnamed 18058,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.879886,-75.266235,"Calidris alba (Pallas, 1764)",2481748,5,7b
Unnamed 18059,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.893026,-78.968845,"Thryothorus ludovicianus (Latham, 1790)",2493801,5,7b
Unnamed 18060,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.12887,-118.155358,Schizophyllum commune Fr.,5241128,30,10a
Unnamed 18061,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.88703,-78.991648,"Junco hyemalis (Linnaeus, 1758)",9362842,5,7b
Unnamed 18062,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.87987,-75.266235,"Calidris alba (Pallas, 1764)",2481748,5,7b
Unnamed 18063,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.621735,-121.910896,Tetragonia tetragonoides (Pall.) Kuntze,5554574,30,10a
Unnamed 18064,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.847512,-116.860205,"Xerocomellus dryophilus (Thiers) N.Siegel, C.F.Schwarz & J.L.Frank",7574003,25,9b
Unnamed 18065,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.813619,-78.848968,"Poecile carolinensis (Audubon, 1834)",2487844,5,7b
Unnamed 18066,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.152474,-115.577331,"Anser caerulescens (Linnaeus, 1758)",2498167,25,9b
Unnamed 18067,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.800791,-78.806411,"Baeolophus bicolor (Linnaeus, 1766)",2487887,5,7b
Unnamed 18068,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.136519,-115.551577,"Anser caerulescens (Linnaeus, 1758)",2498167,25,9b
Unnamed 18069,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.85681,-78.978599,"Poecile carolinensis (Audubon, 1834)",2487844,5,7b
Unnamed 18070,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.703295,-118.047784,"Egretta rufescens (Gmelin, 1789)",2480888,35,10b
Unnamed 18071,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.30543,-106.591613,"Odocoileus hemionus (Rafinesque, 1817)",2440974,15,8b
Unnamed 18072,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.802942,-78.96656,"Junco hyemalis (Linnaeus, 1758)",9362842,5,7b
Unnamed 18073,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.795368,-98.422871,"Alopochen aegyptiaca (Linnaeus, 1766)",2498252,15,8b
Unnamed 18074,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.980978,-78.969992,"Dryobates pubescens (Linnaeus, 1766)",9149595,5,7b
Unnamed 18075,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.998862,-78.869045,"Poecile carolinensis (Audubon, 1834)",2487844,5,7b
Unnamed 18076,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.942375,-99.071031,Chrysomelidae,7780,15,8b
Unnamed 18077,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.942024,-99.071713,Chrysomelidae,7780,15,8b
Unnamed 18078,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.942024,-99.071713,"Zelus tetracanthus Stål, 1862",2008838,15,8b
Unnamed 18079,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.874243,-78.838675,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,5,7b
Unnamed 18080,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.232363,-87.939613,"Plicatula gibbosa Lamarck, 1801",2286102,20,9a
Unnamed 18081,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.918597,-70.072419,"Busycotypus canaliculatus (Linnaeus, 1758)",2302958,0,7a
Unnamed 18082,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.932597,-78.831263,"Thryothorus ludovicianus (Latham, 1790)",2493801,5,7b
Unnamed 18083,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.389144,-80.683471,Cissus verticillata (L.) Nicolson & C.E.Jarvis,3039173,35,10b
Unnamed 18084,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.388735,-80.68338,"Mimus polyglottos (Linnaeus, 1758)",5231677,35,10b
Unnamed 18085,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.916845,-70.072211,"Mola mola (Linnaeus, 1758)",5213725,0,7a
Unnamed 18086,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.801061,-78.928368,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,5,7b
Unnamed 18087,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.082132,-117.153447,"Ardea alba Linnaeus, 1758",9752617,25,9b
Unnamed 18088,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.167847,-117.051396,"Ardea alba Linnaeus, 1758",9752617,15,8b
Unnamed 18089,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.791007,-122.417423,"Cardellina pusilla (A.Wilson, 1811)",7341606,35,10b
Unnamed 18090,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.263072,-120.679297,"Zarhipis integripennis (LeConte, 1874)",1162691,30,10a
Unnamed 18091,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.898063,-70.069953,"Phocoena phocoena (Linnaeus, 1758)",2440669,0,7a
Unnamed 18092,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.86783,-82.199082,"Euptoieta claudia (Cramer, 1775)",1894342,30,10a
Unnamed 18093,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.854072,-78.926867,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,5,7b
Unnamed 18094,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.494833,-71.569262,"Meleagris gallopavo Linnaeus, 1758",9606290,-10,6a
Unnamed 18095,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.133214,-115.54471,"Sialia currucoides (Bechstein, 1798)",2490935,25,9b
Unnamed 18096,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.902078,-70.071533,"Phocoena phocoena (Linnaeus, 1758)",2440669,0,7a
Unnamed 18097,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.906575,-122.214905,Mycena purpureofusca (Peck) Sacc.,4911839,25,9b
Unnamed 18098,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.184393,-122.389112,"Pandion haliaetus (Linnaeus, 1758)",2480726,25,9b
Unnamed 18099,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.252525,-122.383482,"Sphyrapicus ruber (J.F.Gmelin, 1788)",2478597,25,9b
Unnamed 18100,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.25457,-122.381388,"Patagioenas fasciata (Say, 1822)",2495266,25,9b
Unnamed 18101,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.954772,-78.924052,"Thryothorus ludovicianus (Latham, 1790)",2493801,5,7b
Unnamed 18102,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.88995,-70.068711,Codium fragile (Suringar) Hariot,5272096,0,7a
Unnamed 18103,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.173658,-97.823912,"Dryobates pubescens (Linnaeus, 1766)",9149595,15,8b
Unnamed 18104,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.986734,-78.869926,"Regulus calendula (Linnaeus, 1766)",2484597,5,7b
Unnamed 18105,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.622997,-121.915009,Chelidonium majus L.,5334186,30,10a
Unnamed 18106,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.90583,-122.214112,Chroogomphus vinicolor var. californicus (Singer) Blanco-Dios,10985076,25,9b
Unnamed 18107,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.868059,-82.200051,"Utetheisa ornatrix Linnaeus, 1758",1803218,30,10a
Unnamed 18108,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.26026,-110.87095,Malva parviflora L.,3152378,20,9a
Unnamed 18109,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.260213,-110.870908,Sisymbrium irio L.,3046851,20,9a
Unnamed 18110,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.26016,-110.868797,Larrea tridentata (Sessé & Moc. ex DC.) Coult.,7568403,20,9a
Unnamed 18111,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.260198,-110.868803,Opuntia microdasys (Lehm.) Pfeiff.,7283961,20,9a
Unnamed 18112,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.260253,-110.868965,Searsia lancea (L.fil.) F.A.Barkley,5421370,20,9a
Unnamed 18113,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.26033,-110.868918,Carnegiea gigantea (Engelm.) Britton & Rose,5384200,20,9a
Unnamed 18114,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.260335,-110.86889,Cylindropuntia fulgida (Engelm.) F.M.Knuth,7282673,20,9a
Unnamed 18115,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.458408,-97.759095,"Udea rubigalis Guenée, 1854",1887122,15,8b
Unnamed 18116,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.261643,-110.868077,Baccharis sarothroides A.Gray,3129915,20,9a
Unnamed 18117,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.261777,-110.868178,Parkinsonia florida (Benth. ex A.Gray) S.Watson,5359949,20,9a
Unnamed 18118,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.847538,-116.86023,Urtica urens L.,5361815,25,9b
Unnamed 18119,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.368803,-110.952524,Ferocactus wislizenii (Engelm.) Britton & Rose,3084156,25,9b
Unnamed 18120,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.687622,-70.274672,Rosa multiflora Thunb.,3003244,-15,5b
Unnamed 18121,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.702934,-118.052782,"Zalophus californianus (Lesson, 1828)",2433458,35,10b
Unnamed 18122,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.36009,-71.055932,"Passer domesticus (Linnaeus, 1758)",5231190,-5,6b
Unnamed 18123,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.970093,-92.21291,"Armadillidium vulgare (Latreille, 1804)",2203611,-10,6a
Unnamed 18124,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.260388,-110.866525,Cylindropuntia imbricata subsp. spinosior,11013549,20,9a
Unnamed 18125,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.232139,-87.939504,"Dinocardium robustum (Lightfoot), 1786",2286519,20,9a
Unnamed 18126,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.78,-80.2,Trametes versicolor (L.) Lloyd,2548311,15,8b
Unnamed 18127,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.26075,-110.867713,Clematis drummondii Torr. & A.Gray,3033578,20,9a
Unnamed 18128,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.904258,-122.213913,Amanita muscaria subsp. flavivolvata Singer,8194095,25,9b
Unnamed 18129,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.92503,-92.311739,"Gambusia affinis (Baird & Girard, 1853)",2350580,-10,6a
Unnamed 18130,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.923574,-92.312215,"Fundulus notatus (Rafinesque, 1820)",5203690,-10,6a
Unnamed 18131,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.26082,-110.867733,Nicotiana glauca Graham,2928783,20,9a
Unnamed 18132,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.966435,-77.913193,"Meleagris gallopavo Linnaeus, 1758",9606290,-5,6b
Unnamed 18133,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.263047,-120.679345,"Batrachoseps nigriventris Cope, 1869",2431769,30,10a
Unnamed 18134,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.77,-80.22,"Acris gryllus (LeConte, 1825)",2427618,15,8b
Unnamed 18135,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.601885,-76.641301,"Acleris flavivittana (Clemens, 1864)",1740003,-5,6b
Unnamed 18136,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.601885,-76.641301,"Acleris robinsoniana Forbes, 1923",1739973,-5,6b
Unnamed 18137,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.183205,-120.735475,Salvia mellifera Greene,2926986,25,9b
Unnamed 18138,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.183342,-120.73548,Tropaeolum majus L.,2889934,25,9b
Unnamed 18139,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.70246,-118.052838,"Larus occidentalis Audubon, 1839",9656686,35,10b
Unnamed 18140,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.453462,-82.697347,Cladonia furcata,7246646,0,7a
Unnamed 18141,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.546434,-122.795011,"Poecile rufescens (J.K.Townsend, 1837)",2487783,25,9b
Unnamed 18142,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.183342,-120.735467,Tropaeolum majus L.,2889934,25,9b
Unnamed 18143,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.171652,-82.99929,"Odocoileus virginianus (Zimmermann, 1780)",2440965,-10,6a
Unnamed 18144,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.563538,-121.005257,Amanita muscaria (L.) Lam.,8168319,20,9a
Unnamed 18145,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.183512,-120.735262,Eriogonum parvifolium Sm.,2889588,25,9b
Unnamed 18146,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.570113,-104.997388,"Buteo jamaicensis (Gmelin, 1788)",2480542,-15,5b
Unnamed 18147,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.360263,-71.072585,Anser anser f. domesticus,9384117,-5,6b
Unnamed 18148,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.714804,-82.363646,"Hortensia similis (Walker, 1851)",5155397,20,9a
Unnamed 18149,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.702845,-118.053606,"Limosa fedoa (Linnaeus, 1758)",2481684,35,10b
Unnamed 18150,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.183578,-120.735192,Lupinus succulentus Douglas ex K.Koch,2964314,25,9b
Unnamed 18151,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.031514,-116.149161,Arctostaphylos glauca Lindl.,2882607,10,8a
Unnamed 18152,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.128518,-93.177966,Hydnoporia olivacea (Schwein.) Teixeira,2519857,10,8a
Unnamed 18153,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.624432,-121.916595,"Balanus glandula Darwin, 1854",2115706,30,10a
Unnamed 18154,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.703722,-118.052958,"Megaceryle alcyon (Linnaeus, 1758)",2475472,35,10b
Unnamed 18155,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.20501,-74.868283,"Hypena scabra (Fabricius, 1798)",9579730,0,7a
Unnamed 18156,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.618589,-122.840826,"Catharus ustulatus (Nuttall, 1840)",2490821,25,9b
Unnamed 18157,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.041105,-123.077294,"Leptoglossus occidentalis Heidemann, 1910",5156102,15,8b
Unnamed 18158,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.703165,-118.051604,"Bucephala albeola (Linnaeus, 1758)",2498329,35,10b
Unnamed 18159,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.43142,-97.424162,"Urocyon cinereoargenteus (Schreber, 1775)",2434566,0,7a
Unnamed 18160,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.978211,-117.027606,"Steatoda nobilis (Thorell, 1875)",2157203,25,9b
Unnamed 18161,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.032017,-116.149069,Ericameria cuneata (A.Gray) Mc Clatchie,10222287,10,8a
Unnamed 18162,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.354193,-71.07141,"Cyanocitta cristata (Linnaeus, 1758)",2482593,-5,6b
Unnamed 18163,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.814879,-124.126824,Psilocybe cyanescens Wakef.,5242465,25,9b
Unnamed 18164,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.703453,-118.051385,"Limnodromus scolopaceus (Say, 1822)",2481670,35,10b
Unnamed 18165,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.09347,-84.165459,"Melospiza georgiana (Latham, 1790)",2492235,15,8b
Unnamed 18166,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.09347,-84.165459,"Nycticorax nycticorax (Linnaeus, 1758)",2480863,15,8b
Unnamed 18167,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.09347,-84.165459,"Mimus polyglottos (Linnaeus, 1758)",5231677,15,8b
Unnamed 18168,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.09347,-84.165459,"Gallinago delicata (Ord, 1825)",2481817,15,8b
